nazwa_zmiennej;kraj;wojewodztwo;przedmiot;plec;typ_informacji_z_jednostka_miary;rok;wartosc;flaga;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Kujawsko-pomorskie;Język hiszpański;ogółem;relacja [%];2023;73;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Kujawsko-pomorskie;Język hiszpański;dziewczęta;relacja [%];2023;78;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Kujawsko-pomorskie;Język hiszpański;chłopcy;relacja [%];2023;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Kujawsko-pomorskie;Język włoski;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Kujawsko-pomorskie;Język włoski;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Kujawsko-pomorskie;Język włoski;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język polski;ogółem;relacja [%];2023;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język polski;dziewczęta;relacja [%];2023;72;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język polski;chłopcy;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Matematyka;ogółem;relacja [%];2023;53;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Matematyka;dziewczęta;relacja [%];2023;53;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Matematyka;chłopcy;relacja [%];2023;53;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język angielski;ogółem;relacja [%];2023;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język angielski;dziewczęta;relacja [%];2023;66;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język angielski;chłopcy;relacja [%];2023;62;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język niemiecki;ogółem;relacja [%];2023;100;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język niemiecki;dziewczęta;relacja [%];2023;100;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język niemiecki;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język rosyjski;ogółem;relacja [%];2023;90;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język rosyjski;dziewczęta;relacja [%];2023;87;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język rosyjski;chłopcy;relacja [%];2023;99;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język francuski;ogółem;relacja [%];2023;62;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język francuski;dziewczęta;relacja [%];2023;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język francuski;chłopcy;relacja [%];2023;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język hiszpański;ogółem;relacja [%];2023;54;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język hiszpański;dziewczęta;relacja [%];2023;59;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język hiszpański;chłopcy;relacja [%];2023;48;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język włoski;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język włoski;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubelskie;Język włoski;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język polski;ogółem;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język polski;dziewczęta;relacja [%];2023;68;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język polski;chłopcy;relacja [%];2023;59;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Matematyka;ogółem;relacja [%];2023;48;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Matematyka;dziewczęta;relacja [%];2023;48;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Matematyka;chłopcy;relacja [%];2023;48;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język angielski;ogółem;relacja [%];2023;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język angielski;dziewczęta;relacja [%];2023;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język angielski;chłopcy;relacja [%];2023;62;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język niemiecki;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język niemiecki;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język niemiecki;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język rosyjski;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język rosyjski;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język rosyjski;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język francuski;ogółem;relacja [%];2023;50;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język francuski;dziewczęta;relacja [%];2023;53;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język francuski;chłopcy;relacja [%];2023;46;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język hiszpański;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język hiszpański;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język hiszpański;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język włoski;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język włoski;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Lubuskie;Język włoski;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język polski;ogółem;relacja [%];2023;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język polski;dziewczęta;relacja [%];2023;69;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język polski;chłopcy;relacja [%];2023;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Matematyka;ogółem;relacja [%];2023;54;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Matematyka;dziewczęta;relacja [%];2023;54;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Matematyka;chłopcy;relacja [%];2023;54;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język angielski;ogółem;relacja [%];2023;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język angielski;dziewczęta;relacja [%];2023;66;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język angielski;chłopcy;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język niemiecki;ogółem;relacja [%];2023;45;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język niemiecki;dziewczęta;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język niemiecki;chłopcy;relacja [%];2023;11;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język rosyjski;ogółem;relacja [%];2023;31;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język rosyjski;dziewczęta;relacja [%];2023;32;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język rosyjski;chłopcy;relacja [%];2023;22;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język francuski;ogółem;relacja [%];2023;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język francuski;dziewczęta;relacja [%];2023;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język francuski;chłopcy;relacja [%];2023;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język hiszpański;ogółem;relacja [%];2023;71;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język hiszpański;dziewczęta;relacja [%];2023;72;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język hiszpański;chłopcy;relacja [%];2023;70;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język włoski;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język włoski;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Łódzkie;Język włoski;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język polski;ogółem;relacja [%];2023;69;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język polski;dziewczęta;relacja [%];2023;73;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język polski;chłopcy;relacja [%];2023;66;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Matematyka;ogółem;relacja [%];2023;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Matematyka;dziewczęta;relacja [%];2023;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Matematyka;chłopcy;relacja [%];2023;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język angielski;ogółem;relacja [%];2023;69;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język angielski;dziewczęta;relacja [%];2023;71;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język angielski;chłopcy;relacja [%];2023;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język niemiecki;ogółem;relacja [%];2023;79;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język niemiecki;dziewczęta;relacja [%];2023;79;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język niemiecki;chłopcy;relacja [%];2023;82;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język rosyjski;ogółem;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język rosyjski;dziewczęta;relacja [%];2023;61;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język rosyjski;chłopcy;relacja [%];2023;85;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język francuski;ogółem;relacja [%];2023;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język francuski;dziewczęta;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język francuski;chłopcy;relacja [%];2023;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język hiszpański;ogółem;relacja [%];2023;81;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język hiszpański;dziewczęta;relacja [%];2023;81;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język hiszpański;chłopcy;relacja [%];2023;82;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język włoski;ogółem;relacja [%];2023;55;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język włoski;dziewczęta;relacja [%];2023;15;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język włoski;chłopcy;relacja [%];2023;95;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język polski;ogółem;relacja [%];2023;69;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język polski;dziewczęta;relacja [%];2023;73;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język polski;chłopcy;relacja [%];2023;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Matematyka;ogółem;relacja [%];2023;59;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Matematyka;dziewczęta;relacja [%];2023;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Matematyka;chłopcy;relacja [%];2023;59;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język angielski;ogółem;relacja [%];2023;71;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język angielski;dziewczęta;relacja [%];2023;73;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język angielski;chłopcy;relacja [%];2023;69;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język niemiecki;ogółem;relacja [%];2023;87;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język niemiecki;dziewczęta;relacja [%];2023;84;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język niemiecki;chłopcy;relacja [%];2023;94;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język rosyjski;ogółem;relacja [%];2023;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język rosyjski;dziewczęta;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język rosyjski;chłopcy;relacja [%];2023;54;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język francuski;ogółem;relacja [%];2023;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język francuski;dziewczęta;relacja [%];2023;61;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język francuski;chłopcy;relacja [%];2023;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język hiszpański;ogółem;relacja [%];2023;66;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język hiszpański;dziewczęta;relacja [%];2023;68;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język hiszpański;chłopcy;relacja [%];2023;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język włoski;ogółem;relacja [%];2023;66;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język włoski;dziewczęta;relacja [%];2023;84;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język włoski;chłopcy;relacja [%];2023;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język polski;ogółem;relacja [%];2023;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język polski;dziewczęta;relacja [%];2023;68;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język polski;chłopcy;relacja [%];2023;59;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Matematyka;ogółem;relacja [%];2023;50;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Matematyka;dziewczęta;relacja [%];2023;50;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Matematyka;chłopcy;relacja [%];2023;50;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język angielski;ogółem;relacja [%];2023;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język angielski;dziewczęta;relacja [%];2023;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język angielski;chłopcy;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język niemiecki;ogółem;relacja [%];2023;69;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język niemiecki;dziewczęta;relacja [%];2023;93;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język niemiecki;chłopcy;relacja [%];2023;44;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język rosyjski;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język rosyjski;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język rosyjski;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język francuski;ogółem;relacja [%];2023;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język francuski;dziewczęta;relacja [%];2023;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język francuski;chłopcy;relacja [%];2023;54;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język hiszpański;ogółem;relacja [%];2023;84;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język hiszpański;dziewczęta;relacja [%];2023;93;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język hiszpański;chłopcy;relacja [%];2023;78;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język włoski;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język włoski;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język włoski;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język polski;ogółem;relacja [%];2023;68;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język polski;dziewczęta;relacja [%];2023;72;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język polski;chłopcy;relacja [%];2023;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Matematyka;ogółem;relacja [%];2023;56;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Matematyka;dziewczęta;relacja [%];2023;56;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Matematyka;chłopcy;relacja [%];2023;55;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język angielski;ogółem;relacja [%];2023;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język angielski;dziewczęta;relacja [%];2023;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język angielski;chłopcy;relacja [%];2023;62;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język niemiecki;ogółem;relacja [%];2023;78;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język niemiecki;dziewczęta;relacja [%];2023;85;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język niemiecki;chłopcy;relacja [%];2023;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język rosyjski;ogółem;relacja [%];2023;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język rosyjski;dziewczęta;relacja [%];2023;61;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język rosyjski;chłopcy;relacja [%];2023;84;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język francuski;ogółem;relacja [%];2023;66;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język francuski;dziewczęta;relacja [%];2023;68;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język francuski;chłopcy;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język hiszpański;ogółem;relacja [%];2023;94;;;;;;;;;;;;;;;;;;;;
